Taxon,Date,Season,Plot Type,Sample,Sample Type,Wet Mass,Avg. Soil moisture,Calc. dry mass,Avg. Temp,Count
Phthiraptora,2.9.20,Wet,W,5S,Soil,1698.1,45.83333333,1698.1,25.76666667,0
Mecoptera,2.9.20,Wet,W,5S,Soil,1698.1,45.83333333,1698.1,25.76666667,0
Dermaptera,2.9.20,Wet,W,5S,Soil,1698.1,45.83333333,1698.1,25.76666667,0
Zygentoma,2.9.20,Wet,W,5S,Soil,1698.1,45.83333333,1698.1,25.76666667,0
Embioptera,2.9.20,Wet,W,5S,Soil,1698.1,45.83333333,1698.1,25.76666667,0
Archaeognatha,2.9.20,Wet,W,5S,Soil,1698.1,45.83333333,1698.1,25.76666667,0
Protura,2.9.20,Wet,W,5S,Soil,1698.1,45.83333333,1698.1,25.76666667,0
Diplura,2.9.20,Wet,W,5S,Soil,1698.1,45.83333333,1698.1,25.76666667,2
Entomobryomorpha,2.9.20,Wet,W,5S,Soil,1698.1,45.83333333,1698.1,25.76666667,14
Poduromorpha,2.9.20,Wet,W,5S,Soil,1698.1,45.83333333,1698.1,25.76666667,0
Symphypleona,2.9.20,Wet,W,5S,Soil,1698.1,45.83333333,1698.1,25.76666667,14
Acari other,2.9.20,Wet,W,5S,Soil,1698.1,45.83333333,1698.1,25.76666667,38
Oribatida,2.9.20,Wet,W,5S,Soil,1698.1,45.83333333,1698.1,25.76666667,28
Araneae,2.9.20,Wet,W,5S,Soil,1698.1,45.83333333,1698.1,25.76666667,1
Opiliones,2.9.20,Wet,W,5S,Soil,1698.1,45.83333333,1698.1,25.76666667,0
Pseudoscorpiones,2.9.20,Wet,W,5S,Soil,1698.1,45.83333333,1698.1,25.76666667,0
Ixodida,2.9.20,Wet,W,5S,Soil,1698.1,45.83333333,1698.1,25.76666667,0
Ricinulei,2.9.20,Wet,W,5S,Soil,1698.1,45.83333333,1698.1,25.76666667,0
Schizomida,2.9.20,Wet,W,5S,Soil,1698.1,45.83333333,1698.1,25.76666667,0
Palpigradi,2.9.20,Wet,W,5S,Soil,1698.1,45.83333333,1698.1,25.76666667,0
Chilopoda,2.9.20,Wet,W,5S,Soil,1698.1,45.83333333,1698.1,25.76666667,0
Diplopoda,2.9.20,Wet,W,5S,Soil,1698.1,45.83333333,1698.1,25.76666667,0
Symphyla,2.9.20,Wet,W,5S,Soil,1698.1,45.83333333,1698.1,25.76666667,11
Tetramerocerata,2.9.20,Wet,W,5S,Soil,1698.1,45.83333333,1698.1,25.76666667,3
Isopoda,2.9.20,Wet,W,5S,Soil,1698.1,45.83333333,1698.1,25.76666667,0
Amphipoda,2.9.20,Wet,W,5S,Soil,1698.1,45.83333333,1698.1,25.76666667,0
Annelida,2.9.20,Wet,W,5S,Soil,1698.1,45.83333333,1698.1,25.76666667,0
Gastropoda,2.9.20,Wet,W,5S,Soil,1698.1,45.83333333,1698.1,25.76666667,0
Euonychophora,2.9.20,Wet,W,5S,Soil,1698.1,45.83333333,1698.1,25.76666667,0
Unknown,2.9.20,Wet,C,6S,Soil,1449,46.53333333,1449,26.03333333,0
Hymenoptera,2.9.20,Wet,C,6S,Soil,1449,46.53333333,1449,26.03333333,88
Coleoptera,2.9.20,Wet,C,6S,Soil,1449,46.53333333,1449,26.03333333,17
Hemiptera,2.9.20,Wet,C,6S,Soil,1449,46.53333333,1449,26.03333333,4
Diptera,2.9.20,Wet,C,6S,Soil,1449,46.53333333,1449,26.03333333,0
Blattodea,2.9.20,Wet,C,6S,Soil,1449,46.53333333,1449,26.03333333,2
Thysanoptera,2.9.20,Wet,C,6S,Soil,1449,46.53333333,1449,26.03333333,0
Psocoptera,2.9.20,Wet,C,6S,Soil,1449,46.53333333,1449,26.03333333,0
Lepidoptera,2.9.20,Wet,C,6S,Soil,1449,46.53333333,1449,26.03333333,0
Orthoptera,2.9.20,Wet,C,6S,Soil,1449,46.53333333,1449,26.03333333,0
Trichoptera,2.9.20,Wet,C,6S,Soil,1449,46.53333333,1449,26.03333333,0
Neuroptera,2.9.20,Wet,C,6S,Soil,1449,46.53333333,1449,26.03333333,0
Zoraptera,2.9.20,Wet,C,6S,Soil,1449,46.53333333,1449,26.03333333,0
Phthiraptora,2.9.20,Wet,C,6S,Soil,1449,46.53333333,1449,26.03333333,0
Mecoptera,2.9.20,Wet,C,6S,Soil,1449,46.53333333,1449,26.03333333,0
Dermaptera,2.9.20,Wet,C,6S,Soil,1449,46.53333333,1449,26.03333333,0
Zygentoma,2.9.20,Wet,C,6S,Soil,1449,46.53333333,1449,26.03333333,0
Embioptera,2.9.20,Wet,C,6S,Soil,1449,46.53333333,1449,26.03333333,0
Archaeognatha,2.9.20,Wet,C,6S,Soil,1449,46.53333333,1449,26.03333333,0
Protura,2.9.20,Wet,C,6S,Soil,1449,46.53333333,1449,26.03333333,0
Diplura,2.9.20,Wet,C,6S,Soil,1449,46.53333333,1449,26.03333333,2
Entomobryomorpha,2.9.20,Wet,C,6S,Soil,1449,46.53333333,1449,26.03333333,33
Poduromorpha,2.9.20,Wet,C,6S,Soil,1449,46.53333333,1449,26.03333333,0
Symphypleona,2.9.20,Wet,C,6S,Soil,1449,46.53333333,1449,26.03333333,47
Acari other,2.9.20,Wet,C,6S,Soil,1449,46.53333333,1449,26.03333333,24
Oribatida,2.9.20,Wet,C,6S,Soil,1449,46.53333333,1449,26.03333333,69
Araneae,2.9.20,Wet,C,6S,Soil,1449,46.53333333,1449,26.03333333,1
Opiliones,2.9.20,Wet,C,6S,Soil,1449,46.53333333,1449,26.03333333,0
Pseudoscorpiones,2.9.20,Wet,C,6S,Soil,1449,46.53333333,1449,26.03333333,1
Ixodida,2.9.20,Wet,C,6S,Soil,1449,46.53333333,1449,26.03333333,0
Ricinulei,2.9.20,Wet,C,6S,Soil,1449,46.53333333,1449,26.03333333,0
Schizomida,2.9.20,Wet,C,6S,Soil,1449,46.53333333,1449,26.03333333,0
Palpigradi,2.9.20,Wet,C,6S,Soil,1449,46.53333333,1449,26.03333333,0
Chilopoda,2.9.20,Wet,C,6S,Soil,1449,46.53333333,1449,26.03333333,2
Diplopoda,2.9.20,Wet,C,6S,Soil,1449,46.53333333,1449,26.03333333,48
Symphyla,2.9.20,Wet,C,6S,Soil,1449,46.53333333,1449,26.03333333,6
Tetramerocerata,2.9.20,Wet,C,6S,Soil,1449,46.53333333,1449,26.03333333,0
Isopoda,2.9.20,Wet,C,6S,Soil,1449,46.53333333,1449,26.03333333,0
Amphipoda,2.9.20,Wet,C,6S,Soil,1449,46.53333333,1449,26.03333333,0
Annelida,2.9.20,Wet,C,6S,Soil,1449,46.53333333,1449,26.03333333,0
Gastropoda,2.9.20,Wet,C,6S,Soil,1449,46.53333333,1449,26.03333333,0
Euonychophora,2.9.20,Wet,C,6S,Soil,1449,46.53333333,1449,26.03333333,0
Unknown,2.9.20,Wet,W,7S,Soil,1317,45.96666667,1317,28.1,2
Hymenoptera,2.9.20,Wet,W,7S,Soil,1317,45.96666667,1317,28.1,9
Coleoptera,2.9.20,Wet,W,7S,Soil,1317,45.96666667,1317,28.1,0
Hemiptera,2.9.20,Wet,W,7S,Soil,1317,45.96666667,1317,28.1,4
Diptera,2.9.20,Wet,W,7S,Soil,1317,45.96666667,1317,28.1,0
Blattodea,2.9.20,Wet,W,7S,Soil,1317,45.96666667,1317,28.1,0
Thysanoptera,2.9.20,Wet,W,7S,Soil,1317,45.96666667,1317,28.1,0
Psocoptera,2.9.20,Wet,W,7S,Soil,1317,45.96666667,1317,28.1,0
Lepidoptera,2.9.20,Wet,W,7S,Soil,1317,45.96666667,1317,28.1,0
Orthoptera,2.9.20,Wet,W,7S,Soil,1317,45.96666667,1317,28.1,0
Trichoptera,2.9.20,Wet,W,7S,Soil,1317,45.96666667,1317,28.1,0
Neuroptera,2.9.20,Wet,W,7S,Soil,1317,45.96666667,1317,28.1,0
Zoraptera,2.9.20,Wet,W,7S,Soil,1317,45.96666667,1317,28.1,0
Phthiraptora,2.9.20,Wet,W,7S,Soil,1317,45.96666667,1317,28.1,0
Mecoptera,2.9.20,Wet,W,7S,Soil,1317,45.96666667,1317,28.1,0
Dermaptera,2.9.20,Wet,W,7S,Soil,1317,45.96666667,1317,28.1,0
Zygentoma,2.9.20,Wet,W,7S,Soil,1317,45.96666667,1317,28.1,0
Embioptera,2.9.20,Wet,W,7S,Soil,1317,45.96666667,1317,28.1,0
Archaeognatha,2.9.20,Wet,W,7S,Soil,1317,45.96666667,1317,28.1,0
Protura,2.9.20,Wet,W,7S,Soil,1317,45.96666667,1317,28.1,0
Diplura,2.9.20,Wet,W,7S,Soil,1317,45.96666667,1317,28.1,5
Entomobryomorpha,2.9.20,Wet,W,7S,Soil,1317,45.96666667,1317,28.1,28
Poduromorpha,2.9.20,Wet,W,7S,Soil,1317,45.96666667,1317,28.1,0
Symphypleona,2.9.20,Wet,W,7S,Soil,1317,45.96666667,1317,28.1,10
Acari other,2.9.20,Wet,W,7S,Soil,1317,45.96666667,1317,28.1,46
Oribatida,2.9.20,Wet,W,7S,Soil,1317,45.96666667,1317,28.1,119
Araneae,2.9.20,Wet,W,7S,Soil,1317,45.96666667,1317,28.1,3
Opiliones,2.9.20,Wet,W,7S,Soil,1317,45.96666667,1317,28.1,0
Pseudoscorpiones,2.9.20,Wet,W,7S,Soil,1317,45.96666667,1317,28.1,0
Ixodida,2.9.20,Wet,W,7S,Soil,1317,45.96666667,1317,28.1,0
Ricinulei,2.9.20,Wet,W,7S,Soil,1317,45.96666667,1317,28.1,0
Schizomida,2.9.20,Wet,W,7S,Soil,1317,45.96666667,1317,28.1,0
Palpigradi,2.9.20,Wet,W,7S,Soil,1317,45.96666667,1317,28.1,0
Chilopoda,2.9.20,Wet,W,7S,Soil,1317,45.96666667,1317,28.1,0
Diplopoda,2.9.20,Wet,W,7S,Soil,1317,45.96666667,1317,28.1,3
Symphyla,2.9.20,Wet,W,7S,Soil,1317,45.96666667,1317,28.1,4
Tetramerocerata,2.9.20,Wet,W,7S,Soil,1317,45.96666667,1317,28.1,1
Isopoda,2.9.20,Wet,W,7S,Soil,1317,45.96666667,1317,28.1,0
Amphipoda,2.9.20,Wet,W,7S,Soil,1317,45.96666667,1317,28.1,0
Annelida,2.9.20,Wet,W,7S,Soil,1317,45.96666667,1317,28.1,2
Gastropoda,2.9.20,Wet,W,7S,Soil,1317,45.96666667,1317,28.1,0
Euonychophora,2.9.20,Wet,W,7S,Soil,1317,45.96666667,1317,28.1,0
Unknown,2.9.20,Wet,C,8S,Soil,1781.9,53.53333333,1781.9,25.43333333,0
Hymenoptera,2.9.20,Wet,C,8S,Soil,1781.9,53.53333333,1781.9,25.43333333,43
Coleoptera,2.9.20,Wet,C,8S,Soil,1781.9,53.53333333,1781.9,25.43333333,8
Hemiptera,2.9.20,Wet,C,8S,Soil,1781.9,53.53333333,1781.9,25.43333333,7
Diptera,2.9.20,Wet,C,8S,Soil,1781.9,53.53333333,1781.9,25.43333333,1
Blattodea,2.9.20,Wet,C,8S,Soil,1781.9,53.53333333,1781.9,25.43333333,0
Thysanoptera,2.9.20,Wet,C,8S,Soil,1781.9,53.53333333,1781.9,25.43333333,0
Psocoptera,2.9.20,Wet,C,8S,Soil,1781.9,53.53333333,1781.9,25.43333333,0
Lepidoptera,2.9.20,Wet,C,8S,Soil,1781.9,53.53333333,1781.9,25.43333333,0
Orthoptera,2.9.20,Wet,C,8S,Soil,1781.9,53.53333333,1781.9,25.43333333,0
Trichoptera,2.9.20,Wet,C,8S,Soil,1781.9,53.53333333,1781.9,25.43333333,0
Neuroptera,2.9.20,Wet,C,8S,Soil,1781.9,53.53333333,1781.9,25.43333333,0
Zoraptera,2.9.20,Wet,C,8S,Soil,1781.9,53.53333333,1781.9,25.43333333,0
Phthiraptora,2.9.20,Wet,C,8S,Soil,1781.9,53.53333333,1781.9,25.43333333,0
Mecoptera,2.9.20,Wet,C,8S,Soil,1781.9,53.53333333,1781.9,25.43333333,0
Dermaptera,2.9.20,Wet,C,8S,Soil,1781.9,53.53333333,1781.9,25.43333333,0
Zygentoma,2.9.20,Wet,C,8S,Soil,1781.9,53.53333333,1781.9,25.43333333,0
Embioptera,2.9.20,Wet,C,8S,Soil,1781.9,53.53333333,1781.9,25.43333333,0
Archaeognatha,2.9.20,Wet,C,8S,Soil,1781.9,53.53333333,1781.9,25.43333333,0
Protura,2.9.20,Wet,C,8S,Soil,1781.9,53.53333333,1781.9,25.43333333,0
Diplura,2.9.20,Wet,C,8S,Soil,1781.9,53.53333333,1781.9,25.43333333,2
Entomobryomorpha,2.9.20,Wet,C,8S,Soil,1781.9,53.53333333,1781.9,25.43333333,26
Poduromorpha,2.9.20,Wet,C,8S,Soil,1781.9,53.53333333,1781.9,25.43333333,0
Symphypleona,2.9.20,Wet,C,8S,Soil,1781.9,53.53333333,1781.9,25.43333333,20
Acari other,2.9.20,Wet,C,8S,Soil,1781.9,53.53333333,1781.9,25.43333333,28
Oribatida,2.9.20,Wet,C,8S,Soil,1781.9,53.53333333,1781.9,25.43333333,8
Araneae,2.9.20,Wet,C,8S,Soil,1781.9,53.53333333,1781.9,25.43333333,0
Opiliones,2.9.20,Wet,C,8S,Soil,1781.9,53.53333333,1781.9,25.43333333,0
Pseudoscorpiones,2.9.20,Wet,C,8S,Soil,1781.9,53.53333333,1781.9,25.43333333,0
Ixodida,2.9.20,Wet,C,8S,Soil,1781.9,53.53333333,1781.9,25.43333333,0
Ricinulei,2.9.20,Wet,C,8S,Soil,1781.9,53.53333333,1781.9,25.43333333,0
Schizomida,2.9.20,Wet,C,8S,Soil,1781.9,53.53333333,1781.9,25.43333333,0
Palpigradi,2.9.20,Wet,C,8S,Soil,1781.9,53.53333333,1781.9,25.43333333,0
Chilopoda,2.9.20,Wet,C,8S,Soil,1781.9,53.53333333,1781.9,25.43333333,0
Diplopoda,2.9.20,Wet,C,8S,Soil,1781.9,53.53333333,1781.9,25.43333333,1
Symphyla,2.9.20,Wet,C,8S,Soil,1781.9,53.53333333,1781.9,25.43333333,2
Tetramerocerata,2.9.20,Wet,C,8S,Soil,1781.9,53.53333333,1781.9,25.43333333,1
Isopoda,2.9.20,Wet,C,8S,Soil,1781.9,53.53333333,1781.9,25.43333333,0
Amphipoda,2.9.20,Wet,C,8S,Soil,1781.9,53.53333333,1781.9,25.43333333,0
Annelida,2.9.20,Wet,C,8S,Soil,1781.9,53.53333333,1781.9,25.43333333,0
Gastropoda,2.9.20,Wet,C,8S,Soil,1781.9,53.53333333,1781.9,25.43333333,0
Euonychophora,2.9.20,Wet,C,8S,Soil,1781.9,53.53333333,1781.9,25.43333333,0
Unknown,2.9.20,Wet,W,9S,Soil,1697,50.06666667,1697,26.63333333,0
Hymenoptera,2.9.20,Wet,W,9S,Soil,1697,50.06666667,1697,26.63333333,41
Coleoptera,2.9.20,Wet,W,9S,Soil,1697,50.06666667,1697,26.63333333,11
Hemiptera,2.9.20,Wet,W,9S,Soil,1697,50.06666667,1697,26.63333333,21
Diptera,2.9.20,Wet,W,9S,Soil,1697,50.06666667,1697,26.63333333,1
Blattodea,2.9.20,Wet,W,9S,Soil,1697,50.06666667,1697,26.63333333,5
Thysanoptera,2.9.20,Wet,W,9S,Soil,1697,50.06666667,1697,26.63333333,0
Psocoptera,2.9.20,Wet,W,9S,Soil,1697,50.06666667,1697,26.63333333,0
Lepidoptera,2.9.20,Wet,W,9S,Soil,1697,50.06666667,1697,26.63333333,0
Orthoptera,2.9.20,Wet,W,9S,Soil,1697,50.06666667,1697,26.63333333,0
Trichoptera,2.9.20,Wet,W,9S,Soil,1697,50.06666667,1697,26.63333333,0
Neuroptera,2.9.20,Wet,W,9S,Soil,1697,50.06666667,1697,26.63333333,0
Zoraptera,2.9.20,Wet,W,9S,Soil,1697,50.06666667,1697,26.63333333,0
Phthiraptora,2.9.20,Wet,W,9S,Soil,1697,50.06666667,1697,26.63333333,0
Mecoptera,2.9.20,Wet,W,9S,Soil,1697,50.06666667,1697,26.63333333,0
Dermaptera,2.9.20,Wet,W,9S,Soil,1697,50.06666667,1697,26.63333333,0
Zygentoma,2.9.20,Wet,W,9S,Soil,1697,50.06666667,1697,26.63333333,0
Embioptera,2.9.20,Wet,W,9S,Soil,1697,50.06666667,1697,26.63333333,0
Archaeognatha,2.9.20,Wet,W,9S,Soil,1697,50.06666667,1697,26.63333333,0
Protura,2.9.20,Wet,W,9S,Soil,1697,50.06666667,1697,26.63333333,0
Diplura,2.9.20,Wet,W,9S,Soil,1697,50.06666667,1697,26.63333333,3
Entomobryomorpha,2.9.20,Wet,W,9S,Soil,1697,50.06666667,1697,26.63333333,115
Poduromorpha,2.9.20,Wet,W,9S,Soil,1697,50.06666667,1697,26.63333333,0
Symphypleona,2.9.20,Wet,W,9S,Soil,1697,50.06666667,1697,26.63333333,17
Acari other,2.9.20,Wet,W,9S,Soil,1697,50.06666667,1697,26.63333333,49
Oribatida,2.9.20,Wet,W,9S,Soil,1697,50.06666667,1697,26.63333333,54
Araneae,2.9.20,Wet,W,9S,Soil,1697,50.06666667,1697,26.63333333,0
Opiliones,2.9.20,Wet,W,9S,Soil,1697,50.06666667,1697,26.63333333,0
Pseudoscorpiones,2.9.20,Wet,W,9S,Soil,1697,50.06666667,1697,26.63333333,0
Ixodida,2.9.20,Wet,W,9S,Soil,1697,50.06666667,1697,26.63333333,0
Ricinulei,2.9.20,Wet,W,9S,Soil,1697,50.06666667,1697,26.63333333,0
Schizomida,2.9.20,Wet,W,9S,Soil,1697,50.06666667,1697,26.63333333,0
Palpigradi,2.9.20,Wet,W,9S,Soil,1697,50.06666667,1697,26.63333333,0
Chilopoda,2.9.20,Wet,W,9S,Soil,1697,50.06666667,1697,26.63333333,0
Diplopoda,2.9.20,Wet,W,9S,Soil,1697,50.06666667,1697,26.63333333,0
Symphyla,2.9.20,Wet,W,9S,Soil,1697,50.06666667,1697,26.63333333,14
Tetramerocerata,2.9.20,Wet,W,9S,Soil,1697,50.06666667,1697,26.63333333,0
Isopoda,2.9.20,Wet,W,9S,Soil,1697,50.06666667,1697,26.63333333,0
Amphipoda,2.9.20,Wet,W,9S,Soil,1697,50.06666667,1697,26.63333333,0
Annelida,2.9.20,Wet,W,9S,Soil,1697,50.06666667,1697,26.63333333,0
Gastropoda,2.9.20,Wet,W,9S,Soil,1697,50.06666667,1697,26.63333333,0
Euonychophora,2.9.20,Wet,W,9S,Soil,1697,50.06666667,1697,26.63333333,0
Unknown,2.9.20,Wet,C,10S,Soil,1860.4,47.2,1860.4,25.7,0
Hymenoptera,2.9.20,Wet,C,10S,Soil,1860.4,47.2,1860.4,25.7,20
Coleoptera,2.9.20,Wet,C,10S,Soil,1860.4,47.2,1860.4,25.7,24
Hemiptera,2.9.20,Wet,C,10S,Soil,1860.4,47.2,1860.4,25.7,1
Diptera,2.9.20,Wet,C,10S,Soil,1860.4,47.2,1860.4,25.7,3
Blattodea,2.9.20,Wet,C,10S,Soil,1860.4,47.2,1860.4,25.7,5
Thysanoptera,2.9.20,Wet,C,10S,Soil,1860.4,47.2,1860.4,25.7,0
Psocoptera,2.9.20,Wet,C,10S,Soil,1860.4,47.2,1860.4,25.7,0
Lepidoptera,2.9.20,Wet,C,10S,Soil,1860.4,47.2,1860.4,25.7,0
Orthoptera,2.9.20,Wet,C,10S,Soil,1860.4,47.2,1860.4,25.7,0
Trichoptera,2.9.20,Wet,C,10S,Soil,1860.4,47.2,1860.4,25.7,0
Neuroptera,2.9.20,Wet,C,10S,Soil,1860.4,47.2,1860.4,25.7,0
Zoraptera,2.9.20,Wet,C,10S,Soil,1860.4,47.2,1860.4,25.7,0
Phthiraptora,2.9.20,Wet,C,10S,Soil,1860.4,47.2,1860.4,25.7,0
Mecoptera,2.9.20,Wet,C,10S,Soil,1860.4,47.2,1860.4,25.7,0
Dermaptera,2.9.20,Wet,C,10S,Soil,1860.4,47.2,1860.4,25.7,0
Zygentoma,2.9.20,Wet,C,10S,Soil,1860.4,47.2,1860.4,25.7,0
Embioptera,2.9.20,Wet,C,10S,Soil,1860.4,47.2,1860.4,25.7,0
Archaeognatha,2.9.20,Wet,C,10S,Soil,1860.4,47.2,1860.4,25.7,0
Protura,2.9.20,Wet,C,10S,Soil,1860.4,47.2,1860.4,25.7,0
Diplura,2.9.20,Wet,C,10S,Soil,1860.4,47.2,1860.4,25.7,9
Entomobryomorpha,2.9.20,Wet,C,10S,Soil,1860.4,47.2,1860.4,25.7,44
Poduromorpha,2.9.20,Wet,C,10S,Soil,1860.4,47.2,1860.4,25.7,4
Symphypleona,2.9.20,Wet,C,10S,Soil,1860.4,47.2,1860.4,25.7,39
Acari other,2.9.20,Wet,C,10S,Soil,1860.4,47.2,1860.4,25.7,31
Oribatida,2.9.20,Wet,C,10S,Soil,1860.4,47.2,1860.4,25.7,18
Araneae,2.9.20,Wet,C,10S,Soil,1860.4,47.2,1860.4,25.7,1
Opiliones,2.9.20,Wet,C,10S,Soil,1860.4,47.2,1860.4,25.7,0
Pseudoscorpiones,2.9.20,Wet,C,10S,Soil,1860.4,47.2,1860.4,25.7,0
Ixodida,2.9.20,Wet,C,10S,Soil,1860.4,47.2,1860.4,25.7,0
Ricinulei,2.9.20,Wet,C,10S,Soil,1860.4,47.2,1860.4,25.7,0
Schizomida,2.9.20,Wet,C,10S,Soil,1860.4,47.2,1860.4,25.7,0
Palpigradi,2.9.20,Wet,C,10S,Soil,1860.4,47.2,1860.4,25.7,1
Chilopoda,2.9.20,Wet,C,10S,Soil,1860.4,47.2,1860.4,25.7,0
Diplopoda,2.9.20,Wet,C,10S,Soil,1860.4,47.2,1860.4,25.7,1
Symphyla,2.9.20,Wet,C,10S,Soil,1860.4,47.2,1860.4,25.7,1
Tetramerocerata,2.9.20,Wet,C,10S,Soil,1860.4,47.2,1860.4,25.7,0
Isopoda,2.9.20,Wet,C,10S,Soil,1860.4,47.2,1860.4,25.7,0
Amphipoda,2.9.20,Wet,C,10S,Soil,1860.4,47.2,1860.4,25.7,0
Annelida,2.9.20,Wet,C,10S,Soil,1860.4,47.2,1860.4,25.7,0
Gastropoda,2.9.20,Wet,C,10S,Soil,1860.4,47.2,1860.4,25.7,0
Euonychophora,2.9.20,Wet,C,10S,Soil,1860.4,47.2,1860.4,25.7,0
Unknown,1.10.20,Wet,W,1S,Soil,1394.3,51,683.207,29.56666667,0
Hymenoptera,1.10.20,Wet,W,1S,Soil,1394.3,51,683.207,29.56666667,62
Coleoptera,1.10.20,Wet,W,1S,Soil,1394.3,51,683.207,29.56666667,10
Hemiptera,1.10.20,Wet,W,1S,Soil,1394.3,51,683.207,29.56666667,49
Diptera,1.10.20,Wet,W,1S,Soil,1394.3,51,683.207,29.56666667,0
Blattodea,1.10.20,Wet,W,1S,Soil,1394.3,51,683.207,29.56666667,0
Thysanoptera,1.10.20,Wet,W,1S,Soil,1394.3,51,683.207,29.56666667,0
Psocoptera,1.10.20,Wet,W,1S,Soil,1394.3,51,683.207,29.56666667,0
Lepidoptera,1.10.20,Wet,W,1S,Soil,1394.3,51,683.207,29.56666667,0
Orthoptera,1.10.20,Wet,W,1S,Soil,1394.3,51,683.207,29.56666667,0
Trichoptera,1.10.20,Wet,W,1S,Soil,1394.3,51,683.207,29.56666667,0
Neuroptera,1.10.20,Wet,W,1S,Soil,1394.3,51,683.207,29.56666667,0
Zoraptera,1.10.20,Wet,W,1S,Soil,1394.3,51,683.207,29.56666667,0
Phthiraptora,1.10.20,Wet,W,1S,Soil,1394.3,51,683.207,29.56666667,0
Mecoptera,1.10.20,Wet,W,1S,Soil,1394.3,51,683.207,29.56666667,0
Dermaptera,1.10.20,Wet,W,1S,Soil,1394.3,51,683.207,29.56666667,0
Zygentoma,1.10.20,Wet,W,1S,Soil,1394.3,51,683.207,29.56666667,0
Embioptera,1.10.20,Wet,W,1S,Soil,1394.3,51,683.207,29.56666667,0
Archaeognatha,1.10.20,Wet,W,1S,Soil,1394.3,51,683.207,29.56666667,0
Protura,1.10.20,Wet,W,1S,Soil,1394.3,51,683.207,29.56666667,0
Diplura,1.10.20,Wet,W,1S,Soil,1394.3,51,683.207,29.56666667,8
Entomobryomorpha,1.10.20,Wet,W,1S,Soil,1394.3,51,683.207,29.56666667,54
Poduromorpha,1.10.20,Wet,W,1S,Soil,1394.3,51,683.207,29.56666667,3
Symphypleona,1.10.20,Wet,W,1S,Soil,1394.3,51,683.207,29.56666667,7
Acari other,1.10.20,Wet,W,1S,Soil,1394.3,51,683.207,29.56666667,19
Oribatida,1.10.20,Wet,W,1S,Soil,1394.3,51,683.207,29.56666667,53
Araneae,1.10.20,Wet,W,1S,Soil,1394.3,51,683.207,29.56666667,6
Opiliones,1.10.20,Wet,W,1S,Soil,1394.3,51,683.207,29.56666667,0
Pseudoscorpiones,1.10.20,Wet,W,1S,Soil,1394.3,51,683.207,29.56666667,0
Ixodida,1.10.20,Wet,W,1S,Soil,1394.3,51,683.207,29.56666667,0
Ricinulei,1.10.20,Wet,W,1S,Soil,1394.3,51,683.207,29.56666667,0
Schizomida,1.10.20,Wet,W,1S,Soil,1394.3,51,683.207,29.56666667,0
Palpigradi,1.10.20,Wet,W,1S,Soil,1394.3,51,683.207,29.56666667,0
Chilopoda,1.10.20,Wet,W,1S,Soil,1394.3,51,683.207,29.56666667,0
Diplopoda,1.10.20,Wet,W,1S,Soil,1394.3,51,683.207,29.56666667,3
Symphyla,1.10.20,Wet,W,1S,Soil,1394.3,51,683.207,29.56666667,2
Tetramerocerata,1.10.20,Wet,W,1S,Soil,1394.3,51,683.207,29.56666667,0
Isopoda,1.10.20,Wet,W,1S,Soil,1394.3,51,683.207,29.56666667,0
Amphipoda,1.10.20,Wet,W,1S,Soil,1394.3,51,683.207,29.56666667,0
Annelida,1.10.20,Wet,W,1S,Soil,1394.3,51,683.207,29.56666667,0
Gastropoda,1.10.20,Wet,W,1S,Soil,1394.3,51,683.207,29.56666667,0
Euonychophora,1.10.20,Wet,W,1S,Soil,1394.3,51,683.207,29.56666667,0
Unknown,1.10.20,Wet,C,2S,Soil,1778.4,45.56666667,968.0424,24.9,0
Hymenoptera,1.10.20,Wet,C,2S,Soil,1778.4,45.56666667,968.0424,24.9,3
Coleoptera,1.10.20,Wet,C,2S,Soil,1778.4,45.56666667,968.0424,24.9,2
Hemiptera,1.10.20,Wet,C,2S,Soil,1778.4,45.56666667,968.0424,24.9,3
Diptera,1.10.20,Wet,C,2S,Soil,1778.4,45.56666667,968.0424,24.9,1
Blattodea,1.10.20,Wet,C,2S,Soil,1778.4,45.56666667,968.0424,24.9,0
Thysanoptera,1.10.20,Wet,C,2S,Soil,1778.4,45.56666667,968.0424,24.9,0
Psocoptera,1.10.20,Wet,C,2S,Soil,1778.4,45.56666667,968.0424,24.9,0
Lepidoptera,1.10.20,Wet,C,2S,Soil,1778.4,45.56666667,968.0424,24.9,0
Orthoptera,1.10.20,Wet,C,2S,Soil,1778.4,45.56666667,968.0424,24.9,0
Trichoptera,1.10.20,Wet,C,2S,Soil,1778.4,45.56666667,968.0424,24.9,0
Neuroptera,1.10.20,Wet,C,2S,Soil,1778.4,45.56666667,968.0424,24.9,0
Zoraptera,1.10.20,Wet,C,2S,Soil,1778.4,45.56666667,968.0424,24.9,0
Phthiraptora,1.10.20,Wet,C,2S,Soil,1778.4,45.56666667,968.0424,24.9,0
Mecoptera,1.10.20,Wet,C,2S,Soil,1778.4,45.56666667,968.0424,24.9,0
Dermaptera,1.10.20,Wet,C,2S,Soil,1778.4,45.56666667,968.0424,24.9,0
Zygentoma,1.10.20,Wet,C,2S,Soil,1778.4,45.56666667,968.0424,24.9,0
Embioptera,1.10.20,Wet,C,2S,Soil,1778.4,45.56666667,968.0424,24.9,0
